Module	Section	Sample Name	Source
mosdepth	summary	PDOM2022NLD0108J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0108J.mosdepth.summary.txt
mosdepth	summary	Guglionesi_428	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_428.mosdepth.summary.txt
mosdepth	summary	Guglionesi_336	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_336.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0080F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0080F.mosdepth.summary.txt
mosdepth	summary	Guglionesi_432	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_432.mosdepth.summary.txt
mosdepth	summary	Guglionesi_434	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_434.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0048F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0048F.mosdepth.summary.txt
mosdepth	summary	FR048	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR048.mosdepth.summary.txt
mosdepth	summary	PD22NLD0146F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PD22NLD0146F.mosdepth.summary.txt
mosdepth	summary	TreeSparrow_04	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_04.mosdepth.summary.txt
mosdepth	summary	Lesina_292	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_292.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0044M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0044M.mosdepth.summary.txt
mosdepth	summary	Lesina_288	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_288.mosdepth.summary.txt
mosdepth	summary	Crotone514	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone514.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0042M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0042M.mosdepth.summary.txt
mosdepth	summary	FR061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR061.mosdepth.summary.txt
mosdepth	summary	Crotone505	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone505.mosdepth.summary.txt
mosdepth	summary	FR046	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR046.mosdepth.summary.txt
mosdepth	summary	KAZ14053	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14053.mosdepth.summary.txt
mosdepth	summary	Guglionesi_431	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_431.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0107J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0107J.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0083F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0083F.mosdepth.summary.txt
mosdepth	summary	TreeSparrow_10	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_10.mosdepth.summary.txt
mosdepth	summary	Lesina_286	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_286.mosdepth.summary.txt
mosdepth	summary	FR064	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR064.mosdepth.summary.txt
mosdepth	summary	Crotone500	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone500.mosdepth.summary.txt
mosdepth	summary	TreeSparrow_01	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_01.mosdepth.summary.txt
mosdepth	summary	Crotone517	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone517.mosdepth.summary.txt
mosdepth	summary	TreeSparrow_07	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_07.mosdepth.summary.txt
mosdepth	summary	Crotone498	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone498.mosdepth.summary.txt
mosdepth	summary	Lesina_280	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_280.mosdepth.summary.txt
mosdepth	summary	FR051	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR051.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0047F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0047F.mosdepth.summary.txt
mosdepth	summary	KAZ14055	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14055.mosdepth.summary.txt
mosdepth	summary	KAZ14035	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14035.mosdepth.summary.txt
mosdepth	summary	Guglionesi_426	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_426.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0041J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0041J.mosdepth.summary.txt
mosdepth	summary	KAZ14032	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14032.mosdepth.summary.txt
mosdepth	summary	KAZ14059	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14059.mosdepth.summary.txt
mosdepth	summary	KAZ14001	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14001.mosdepth.summary.txt
mosdepth	summary	Crotone510	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone510.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0082F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0082F.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0084F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0084F.mosdepth.summary.txt
mosdepth	summary	Crotone501	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone501.mosdepth.summary.txt
mosdepth	summary	KAZ14061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14061.mosdepth.summary.txt
mosdepth	summary	Lesina_287	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_287.mosdepth.summary.txt
mosdepth	summary	Lesina_281	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_281.mosdepth.summary.txt
mosdepth	summary	FR063	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR063.mosdepth.summary.txt
mosdepth	summary	TreeSparrow_06	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_06.mosdepth.summary.txt
mosdepth	summary	Guglionesi_427	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_427.mosdepth.summary.txt
mosdepth	summary	FR041	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR041.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0077M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0077M.mosdepth.summary.txt
mosdepth	summary	KAZ14054	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14054.mosdepth.summary.txt
mosdepth	summary	PDOM2022NLD0046M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0046M.mosdepth.summary.txt
mosdepth	summary	FR050	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR050.mosdepth.summary.txt
mosdepth	genome_results	KAZ14055	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14055.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0044M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0044M.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14032	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14032.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14001	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14001.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14054	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14054.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0083F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0083F.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0041J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0041J.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14003	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14003.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0080F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0080F.mosdepth.region.dist.txt
mosdepth	genome_results	FR064	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR064.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone498	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone498.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone505	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone505.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14057	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14057.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0042M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0042M.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14061.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_10	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_10.mosdepth.region.dist.txt
mosdepth	genome_results	FR061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR061.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone500	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone500.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone501	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone501.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0048F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0048F.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14053	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14053.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14035	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14035.mosdepth.region.dist.txt
mosdepth	genome_results	FR051	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR051.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_429	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_429.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0107J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0107J.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0062F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0062F.mosdepth.region.dist.txt
mosdepth	genome_results	FR050	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR050.mosdepth.region.dist.txt
mosdepth	genome_results	FR063	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR063.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_428	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_428.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone502	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone502.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_292	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_292.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0077M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0077M.mosdepth.region.dist.txt
mosdepth	genome_results	PI22NLD0001M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PI22NLD0001M.mosdepth.region.dist.txt
mosdepth	genome_results	KAZ14059	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/KAZ14059.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_295	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_295.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_336	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_336.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0047F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0047F.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0108J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0108J.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0072M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0072M.mosdepth.region.dist.txt
mosdepth	genome_results	PD22NLD0147F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PD22NLD0147F.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_426	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_426.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_427	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_427.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0078F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0078F.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone517	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone517.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_07	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_07.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0045M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0045M.mosdepth.region.dist.txt
mosdepth	genome_results	FR044	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR044.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_06	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_06.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0082F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0082F.mosdepth.region.dist.txt
mosdepth	genome_results	FR046	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR046.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone514	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone514.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_04	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_04.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0081F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0081F.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_05	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_05.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0046M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0046M.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone510	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone510.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0084F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0084F.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_01	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_01.mosdepth.region.dist.txt
mosdepth	genome_results	FR041	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR041.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_03	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_03.mosdepth.region.dist.txt
